Record_ID,Sale_Date,Year,Quarter,Month_Name,Month_Num,Therapeutic_Area,Product_Name,Formulation,Region,Sales_Channel,Pipeline_Stage,Sales_Rep,Customer_ID,Units_Sold,Unit_Price_INR,Discount_Pct,Gross_Revenue_INR,Discount_Amount_INR,Net_Revenue_INR,COGS_INR,Gross_Profit_INR,Gross_Margin_Pct,RnD_Spend_INR,Marketing_Spend_INR,Clinical_Trial_Spend_INR,Patient_Count,Adverse_Events,Compliance_Rate_Pct
LS00238,2024-06-16,2024,Q2,June,6,Cardiology,Heart Drug C,Tablet,Karnataka,Specialty Clinic,Phase 1,Rep_038,CUST_0124,102,4340.27,0.195,442707.25,86327.91,356379.34,116438.4,239940.94,67.33,82728.06,49178.58,33046.29,1120,30,95.93
LS00239,2023-10-06,2023,Q4,October,10,Infectious Disease,Antiviral Drug G,Tablet,Rajasthan,Government Hospital,Market,Rep_005,CUST_0067,16,3290.25,0.169,52643.97,8896.83,43747.14,15933.01,27814.13,63.58,8529.13,4659.12,5152.96,2821,66,85.6
LS00240,2024-02-28,2024,Q1,February,2,Oncology,Targeted Therapy B,Injection,Telangana,Retail Pharmacy,Phase 2,Rep_031,CUST_0089,86,19830.78,0.14,1705446.94,238762.57,1466684.37,611710.04,854974.33,58.29,186406.19,167700.5,52349.98,3894,109,84.89
LS00241,2023-07-24,2023,Q3,July,7,Oncology,Targeted Therapy B,Injection,Rajasthan,Online,Approved,Rep_016,CUST_0085,35,18037.42,0.138,631309.64,87120.73,544188.91,147406.09,396782.82,72.91,123108.28,31499.32,35056.04,4744,114,74.29
LS00242,2022-02-06,2022,Q1,February,2,Infectious Disease,Antibiotic H,Injection,West Bengal,Government Hospital,Approved,Rep_032,CUST_0191,62,1747.86,0.009,108367.16,975.3,107391.86,33483.03,73908.83,68.82,24417.49,13872.7,12491.51,2545,65,86.62
LS00243,2023-11-11,2023,Q4,November,11,Neurology,Parkinson Drug F,Patch,West Bengal,Government Hospital,Phase 3,Rep_015,CUST_0117,296,7777.62,0.15,2302175.35,345326.3,1956849.05,688806.83,1268042.22,64.8,327240.52,186396.22,58203.94,1866,0,80.88
LS00244,2024-10-05,2024,Q4,October,10,Diabetes,GLP-1 Drug I,Injection,West Bengal,Government Hospital,Phase 2,Rep_003,CUST_0043,81,7127.59,0.186,577334.42,107384.2,469950.22,130745.12,339205.1,72.18,71929.46,32704.84,15073.46,3268,27,83.88
LS00245,2022-04-06,2022,Q2,April,4,Respiratory,Asthma Drug L,Inhaler,West Bengal,Government Hospital,Phase 1,Rep_049,CUST_0107,484,2183.94,0.168,1057027.68,177580.65,879447.03,184308.01,695139.02,79.04,207486.24,84197.19,69416.18,4180,17,97.06
LS00246,2024-09-16,2024,Q3,September,9,Diabetes,GLP-1 Drug I,Injection,Maharashtra,Corporate Hospital,Phase 3,Rep_028,CUST_0150,483,6516.25,0.23,3147348.34,723890.12,2423458.22,539288.73,1884169.49,77.75,473088.3,298205.24,79581.95,3223,84,87.61
LS00247,2023-05-24,2023,Q2,May,5,Diabetes,GLP-1 Drug I,Injection,Telangana,Specialty Clinic,Market,Rep_039,CUST_0178,150,6300.85,0.086,945126.97,81280.92,863846.05,216481.25,647364.8,74.94,194040.2,55128.93,69325.76,4246,76,93.92
LS00248,2023-08-19,2023,Q3,August,8,Neurology,Parkinson Drug F,Patch,Delhi NCR,Retail Pharmacy,Market,Rep_014,CUST_0160,361,6865.83,0.168,2478566.12,416399.11,2062167.01,856872.71,1205294.3,58.45,421736.31,300731.27,145154.58,2690,14,91.78
LS00249,2022-01-27,2022,Q1,January,1,Infectious Disease,Antibiotic H,Injection,Telangana,Corporate Hospital,Phase 1,Rep_019,CUST_0109,277,1587.49,0.095,439735.85,41774.91,397960.94,76701.24,321259.7,80.73,50683.76,30522.74,39220.33,2397,32,75.81
LS00250,2022-03-08,2022,Q1,March,3,Respiratory,Asthma Drug L,Inhaler,Gujarat,Retail Pharmacy,Phase 3,Rep_049,CUST_0139,193,2297.84,0.026,443482.45,11530.54,431951.91,167739.23,264212.68,61.17,93359.5,58954.59,40707.7,4647,99,78.18
LS00251,2023-10-03,2023,Q4,October,10,Respiratory,Asthma Drug L,Inhaler,Maharashtra,Specialty Clinic,Phase 3,Rep_025,CUST_0107,292,1818.9,0.186,531117.45,98787.85,432329.6,98891.48,333438.12,77.13,100711.39,58816.05,27801.55,1897,40,90.32
LS00252,2022-12-30,2022,Q4,December,12,Diabetes,Insulin Analog J,Pen,Delhi NCR,Retail Pharmacy,Phase 3,Rep_019,CUST_0115,359,2965.96,0.241,1064779.06,256611.75,808167.31,288046.25,520121.06,64.36,109519.6,43692.29,38720.29,2214,16,76.18
LS00253,2022-03-23,2022,Q1,March,3,Oncology,Immunotherapy Drug A,Tablet,West Bengal,Specialty Clinic,Phase 3,Rep_046,CUST_0040,88,14107.36,0.149,1241447.32,184975.65,1056471.67,386329.11,670142.56,63.43,212665.28,141898.93,52945.59,4741,140,81.31
LS00254,2024-10-31,2024,Q4,October,10,Diabetes,GLP-1 Drug I,Injection,Delhi NCR,Retail Pharmacy,Market,Rep_034,CUST_0018,91,6336.07,0.134,576582.0,77261.99,499320.01,100896.06,398423.95,79.79,74276.72,35619.18,26558.01,3005,37,77.68
LS00255,2022-01-19,2022,Q1,January,1,Diabetes,GLP-1 Drug I,Injection,Rajasthan,Corporate Hospital,Phase 1,Rep_049,CUST_0167,68,6829.43,0.111,464401.24,51548.54,412852.7,163935.2,248917.5,60.29,82480.18,46286.22,47845.37,2679,48,95.81
LS00256,2022-02-20,2022,Q1,February,2,Infectious Disease,Antiviral Drug G,Tablet,Gujarat,Corporate Hospital,Phase 1,Rep_047,CUST_0073,476,3115.69,0.193,1483067.05,286231.94,1196835.11,363160.67,833674.44,69.66,222773.65,118104.25,59414.96,1627,20,85.36
LS00257,2023-03-13,2023,Q1,March,3,Cardiology,Heart Drug C,Tablet,Maharashtra,Government Hospital,Phase 1,Rep_014,CUST_0172,452,4433.61,0.209,2003991.96,418834.32,1585157.64,363538.62,1221619.02,77.07,360999.56,218535.73,149222.78,3615,82,93.24
LS00258,2023-11-11,2023,Q4,November,11,Respiratory,Asthma Drug L,Inhaler,Tamil Nadu,Government Hospital,Approved,Rep_030,CUST_0184,29,1840.14,0.014,53364.01,747.1,52616.91,19500.43,33116.48,62.94,10131.44,5656.12,2250.14,2168,52,82.09
LS00259,2022-08-31,2022,Q3,August,8,Infectious Disease,Antiviral Drug G,Tablet,West Bengal,Government Hospital,Phase 3,Rep_025,CUST_0173,283,2640.49,0.18,747257.54,134506.36,612751.18,119594.95,493156.23,80.48,132950.85,33426.61,64231.72,2980,64,74.76
LS00260,2024-02-21,2024,Q1,February,2,Diabetes,Insulin Analog J,Pen,Karnataka,Online,Phase 2,Rep_049,CUST_0113,212,3728.56,0.008,790455.74,6323.65,784132.09,170562.56,613569.53,78.25,116508.34,97761.98,78159.97,4520,75,96.96
LS00261,2022-10-17,2022,Q4,October,10,Neurology,Alzheimer Drug E,Tablet,West Bengal,Government Hospital,Market,Rep_036,CUST_0143,73,8194.05,0.143,598165.9,85537.72,512628.18,140757.24,371870.94,72.54,98003.39,29995.25,21020.47,2866,27,82.73
LS00262,2023-06-02,2023,Q2,June,6,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Retail Pharmacy,Phase 1,Rep_015,CUST_0158,109,3714.42,0.168,404872.26,68018.54,336853.72,106496.38,230357.34,68.38,42804.16,42141.81,40088.17,4546,118,88.76
LS00263,2024-09-24,2024,Q3,September,9,Neurology,Alzheimer Drug E,Tablet,Karnataka,Online,Market,Rep_007,CUST_0051,497,9017.93,0.032,4481908.8,143421.08,4338487.72,1463430.54,2875057.18,66.27,577044.28,485700.55,477285.1,2653,62,83.72
LS00264,2024-01-17,2024,Q1,January,1,Respiratory,COPD Drug K,Inhaler,Gujarat,Corporate Hospital,Phase 2,Rep_010,CUST_0145,423,2740.21,0.107,1159108.77,124024.64,1035084.13,187515.48,847568.65,81.88,157335.65,74683.98,97278.89,3622,35,93.84
LS00265,2024-01-05,2024,Q1,January,1,Respiratory,COPD Drug K,Inhaler,West Bengal,Specialty Clinic,Phase 1,Rep_030,CUST_0115,406,2730.76,0.138,1108688.75,152999.05,955689.7,212339.76,743349.94,77.78,190049.98,128233.77,101180.17,1196,34,77.11
LS00266,2022-03-05,2022,Q1,March,3,Respiratory,Asthma Drug L,Inhaler,Karnataka,Government Hospital,Phase 2,Rep_033,CUST_0162,426,2151.59,0.101,916577.77,92574.35,824003.42,265006.68,558996.74,67.84,195964.05,86651.71,61262.13,4471,120,89.0
LS00267,2023-08-19,2023,Q3,August,8,Neurology,Parkinson Drug F,Patch,Telangana,Retail Pharmacy,Phase 2,Rep_050,CUST_0151,78,7123.75,0.128,555652.85,71123.56,484529.29,133356.24,351173.05,72.48,89774.43,56335.18,50777.79,1408,32,75.65
LS00268,2023-03-25,2023,Q1,March,3,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Specialty Clinic,Approved,Rep_023,CUST_0011,399,4184.43,0.016,1669587.21,26713.4,1642873.81,441381.78,1201492.03,73.13,206287.61,116114.06,181985.42,3009,49,84.21
LS00269,2024-12-03,2024,Q4,December,12,Oncology,Immunotherapy Drug A,Tablet,Maharashtra,Online,Phase 1,Rep_007,CUST_0181,334,13736.18,0.209,4587883.06,958867.56,3629015.5,882561.53,2746453.97,75.68,692290.99,244541.14,309800.09,3042,75,88.99
LS00270,2024-04-11,2024,Q2,April,4,Diabetes,GLP-1 Drug I,Injection,Gujarat,Specialty Clinic,Market,Rep_015,CUST_0133,190,7118.61,0.086,1352536.22,116318.11,1236218.11,457694.66,778523.45,62.98,290922.12,62626.52,133763.03,3653,21,77.98
LS00271,2022-11-19,2022,Q4,November,11,Respiratory,COPD Drug K,Inhaler,Gujarat,Retail Pharmacy,Phase 2,Rep_010,CUST_0048,195,2988.76,0.204,582807.74,118892.78,463914.96,157112.37,306802.59,66.13,80674.71,38515.37,14536.25,3972,61,77.48
LS00272,2022-09-19,2022,Q3,September,9,Respiratory,COPD Drug K,Inhaler,Telangana,Government Hospital,Market,Rep_016,CUST_0012,303,2980.34,0.034,903043.77,30703.49,872340.28,264349.01,607991.27,69.7,205701.06,56428.65,31957.43,1524,33,96.91
LS00273,2024-07-08,2024,Q3,July,7,Diabetes,Insulin Analog J,Pen,Maharashtra,Online,Phase 3,Rep_006,CUST_0056,320,3902.63,0.217,1248842.03,270998.72,977843.31,216040.82,761802.49,77.91,222896.71,107644.78,97257.87,1539,39,89.15
LS00274,2022-05-21,2022,Q2,May,5,Cardiology,Heart Drug C,Tablet,West Bengal,Specialty Clinic,Approved,Rep_039,CUST_0152,127,4046.55,0.033,513911.38,16959.08,496952.3,91426.81,405525.49,81.6,93403.41,70037.44,43948.86,1275,38,74.5
LS00275,2022-08-29,2022,Q3,August,8,Diabetes,Insulin Analog J,Pen,Maharashtra,Corporate Hospital,Phase 1,Rep_033,CUST_0193,57,3381.89,0.033,192767.49,6361.33,186406.16,60551.04,125855.12,67.52,42421.91,26040.36,18172.19,3584,66,82.94
LS00276,2024-02-20,2024,Q1,February,2,Respiratory,Asthma Drug L,Inhaler,Telangana,Retail Pharmacy,Phase 1,Rep_031,CUST_0197,189,2156.1,0.185,407502.96,75388.05,332114.91,120481.13,211633.78,63.72,69934.1,19851.07,11088.76,3958,98,78.05
LS00277,2022-01-15,2022,Q1,January,1,Neurology,Alzheimer Drug E,Tablet,Telangana,Online,Market,Rep_013,CUST_0002,305,9564.24,0.13,2917093.44,379222.15,2537871.29,685243.45,1852627.84,73.0,372316.96,331011.29,154517.04,923,4,83.08
LS00278,2024-01-19,2024,Q1,January,1,Neurology,Alzheimer Drug E,Tablet,Gujarat,Corporate Hospital,Phase 3,Rep_028,CUST_0145,323,8860.35,0.17,2861892.26,486521.68,2375370.58,857967.83,1517402.75,63.88,412648.57,304947.32,162111.38,3082,71,86.43
LS00279,2022-09-01,2022,Q3,September,9,Neurology,Alzheimer Drug E,Tablet,West Bengal,Specialty Clinic,Phase 1,Rep_048,CUST_0036,392,8729.85,0.196,3422100.5,670731.7,2751368.8,1122060.04,1629308.76,59.22,366031.71,277432.5,271307.28,4560,13,76.18
LS00280,2022-06-30,2022,Q2,June,6,Oncology,Targeted Therapy B,Injection,Tamil Nadu,Specialty Clinic,Market,Rep_039,CUST_0112,42,16720.7,0.093,702269.27,65311.04,636958.23,207754.71,429203.52,67.38,136426.46,91128.66,38258.57,4318,73,90.5
LS00281,2023-02-18,2023,Q1,February,2,Oncology,Immunotherapy Drug A,Tablet,Tamil Nadu,Specialty Clinic,Phase 1,Rep_029,CUST_0003,445,13088.32,0.201,5824300.55,1170684.41,4653616.14,1157082.39,3496533.75,75.14,578766.59,511672.03,333112.19,1947,39,76.41
LS00282,2023-07-20,2023,Q3,July,7,Neurology,Parkinson Drug F,Patch,Delhi NCR,Government Hospital,Market,Rep_011,CUST_0023,409,6982.78,0.167,2855955.7,476944.6,2379011.1,659719.36,1719291.74,72.27,347431.61,122606.27,214972.66,788,17,79.4
LS00283,2023-02-03,2023,Q1,February,2,Diabetes,Insulin Analog J,Pen,West Bengal,Online,Market,Rep_018,CUST_0058,242,3838.31,0.144,928870.56,133757.36,795113.2,192946.78,602166.42,75.73,137496.94,48220.83,21657.77,2460,43,96.62
LS00284,2024-09-17,2024,Q3,September,9,Neurology,Alzheimer Drug E,Tablet,Gujarat,Specialty Clinic,Approved,Rep_025,CUST_0145,404,8768.33,0.085,3542404.83,301104.41,3241300.42,1186781.77,2054518.65,63.39,676158.95,452655.33,344233.65,3998,14,78.7
LS00285,2023-12-25,2023,Q4,December,12,Respiratory,COPD Drug K,Inhaler,Delhi NCR,Retail Pharmacy,Phase 2,Rep_021,CUST_0106,274,2931.02,0.175,803098.7,140542.27,662556.43,161136.32,501420.11,75.68,104251.69,59559.23,62862.57,2851,9,86.42
LS00286,2023-07-06,2023,Q3,July,7,Infectious Disease,Antibiotic H,Injection,West Bengal,Online,Phase 2,Rep_014,CUST_0147,103,2041.44,0.171,210268.71,35955.95,174312.76,69443.17,104869.59,60.16,32225.18,12196.08,16305.72,2224,26,77.96
LS00287,2022-09-03,2022,Q3,September,9,Diabetes,Insulin Analog J,Pen,West Bengal,Retail Pharmacy,Approved,Rep_050,CUST_0028,481,2970.06,0.239,1428597.57,341434.82,1087162.75,324234.95,762927.8,70.18,131395.66,147537.7,125892.7,4000,47,88.14
LS00288,2024-11-12,2024,Q4,November,11,Diabetes,Insulin Analog J,Pen,Gujarat,Specialty Clinic,Phase 2,Rep_012,CUST_0196,153,3295.84,0.188,504263.07,94801.46,409461.61,86305.92,323155.69,78.92,77120.3,37800.51,46664.47,316,8,81.03
LS00289,2022-01-18,2022,Q1,January,1,Infectious Disease,Antibiotic H,Injection,Karnataka,Corporate Hospital,Market,Rep_030,CUST_0081,16,1894.02,0.095,30304.25,2878.9,27425.35,5599.69,21825.66,79.58,4580.26,3734.9,1061.78,2203,30,79.0
LS00290,2023-03-08,2023,Q1,March,3,Neurology,Parkinson Drug F,Patch,West Bengal,Retail Pharmacy,Phase 3,Rep_032,CUST_0109,224,7633.54,0.093,1709912.8,159021.89,1550890.91,597152.34,953738.57,61.5,242484.65,105443.4,51356.07,4767,58,93.17
LS00291,2022-11-03,2022,Q4,November,11,Cardiology,BP Drug D,Capsule,Telangana,Specialty Clinic,Market,Rep_013,CUST_0038,252,3056.76,0.044,770303.88,33893.37,736410.51,220852.07,515558.44,70.01,183677.74,99370.49,52801.15,2636,62,79.8
LS00292,2022-12-01,2022,Q4,December,12,Diabetes,Insulin Analog J,Pen,Maharashtra,Specialty Clinic,Phase 3,Rep_007,CUST_0177,40,3109.78,0.064,124391.07,7961.03,116430.04,44400.97,72029.07,61.86,15429.22,14490.8,5353.09,3001,71,86.49
LS00293,2023-02-12,2023,Q1,February,2,Neurology,Parkinson Drug F,Patch,Maharashtra,Specialty Clinic,Phase 1,Rep_008,CUST_0090,305,7363.93,0.162,2245999.27,363851.88,1882147.39,417628.41,1464518.98,77.81,416783.06,160944.12,164347.76,4043,99,91.15
LS00294,2022-12-10,2022,Q4,December,12,Infectious Disease,Antiviral Drug G,Tablet,Gujarat,Specialty Clinic,Phase 3,Rep_041,CUST_0038,337,3386.18,0.084,1141141.63,95855.9,1045285.73,346518.09,698767.64,66.85,203112.49,140998.67,28363.21,1377,21,77.93
LS00295,2024-03-20,2024,Q1,March,3,Respiratory,COPD Drug K,Inhaler,Gujarat,Online,Phase 2,Rep_039,CUST_0166,148,3237.29,0.195,479119.2,93428.24,385690.96,156322.38,229368.58,59.47,83782.26,39376.57,25081.05,1420,11,94.21
LS00296,2022-06-13,2022,Q2,June,6,Respiratory,Asthma Drug L,Inhaler,Delhi NCR,Online,Phase 1,Rep_048,CUST_0180,117,1890.15,0.026,221147.97,5749.85,215398.12,42069.44,173328.68,80.47,50452.66,22583.07,4875.86,3302,67,91.89
LS00297,2024-03-09,2024,Q1,March,3,Oncology,Targeted Therapy B,Injection,Gujarat,Corporate Hospital,Phase 3,Rep_010,CUST_0022,168,16538.52,0.184,2778471.72,511238.8,2267232.92,649241.42,1617991.5,71.36,309326.57,232786.4,84025.46,337,10,81.28
LS00298,2024-06-30,2024,Q2,June,6,Infectious Disease,Antibiotic H,Injection,Rajasthan,Corporate Hospital,Market,Rep_018,CUST_0141,79,2053.55,0.174,162230.67,28228.14,134002.53,29814.06,104188.47,77.75,26490.42,15156.32,11200.62,4670,111,85.61
LS00299,2022-07-03,2022,Q3,July,7,Neurology,Alzheimer Drug E,Tablet,West Bengal,Specialty Clinic,Market,Rep_035,CUST_0059,236,8952.42,0.103,2112772.14,217615.53,1895156.61,411954.38,1483202.23,78.26,230019.43,193934.45,181611.62,1166,22,79.46
LS00300,2024-05-31,2024,Q2,May,5,Oncology,Immunotherapy Drug A,Tablet,Rajasthan,Specialty Clinic,Approved,Rep_020,CUST_0003,418,11723.46,0.058,4900406.2,284223.56,4616182.64,838909.56,3777273.08,81.83,778167.01,420873.93,351085.78,3283,31,76.25
LS00301,2023-05-06,2023,Q2,May,5,Infectious Disease,Antiviral Drug G,Tablet,Delhi NCR,Online,Phase 1,Rep_006,CUST_0109,274,3346.02,0.227,916809.65,208115.79,708693.86,264922.51,443771.35,62.62,148119.31,55609.57,66824.65,2252,52,76.89
LS00302,2024-07-21,2024,Q3,July,7,Cardiology,Heart Drug C,Tablet,Tamil Nadu,Online,Phase 3,Rep_008,CUST_0164,326,4140.49,0.175,1349798.67,236214.77,1113583.9,331936.02,781647.88,70.19,180048.35,72622.3,130257.71,231,1,97.28
LS00303,2023-04-22,2023,Q2,April,4,Neurology,Alzheimer Drug E,Tablet,Tamil Nadu,Specialty Clinic,Phase 3,Rep_047,CUST_0003,56,8504.45,0.123,476249.12,58578.64,417670.48,109454.34,308216.14,73.79,67038.19,54274.71,50035.4,3848,89,92.58
LS00304,2024-03-14,2024,Q1,March,3,Oncology,Targeted Therapy B,Injection,Tamil Nadu,Government Hospital,Approved,Rep_018,CUST_0199,46,18233.24,0.045,838728.88,37742.8,800986.08,316363.67,484622.41,60.5,122158.65,70613.12,17030.2,2089,24,92.05
LS00305,2022-07-12,2022,Q3,July,7,Cardiology,BP Drug D,Capsule,Maharashtra,Retail Pharmacy,Market,Rep_030,CUST_0189,276,2939.45,0.052,811287.27,42186.94,769100.33,210263.96,558836.37,72.66,188397.13,110459.36,27580.82,395,11,96.37
LS00306,2023-02-11,2023,Q1,February,2,Oncology,Targeted Therapy B,Injection,Gujarat,Specialty Clinic,Approved,Rep_041,CUST_0077,194,20092.61,0.216,3897965.51,841960.55,3056004.96,709815.77,2346189.19,76.77,411584.89,346217.54,160291.58,1421,17,87.2
LS00307,2024-08-31,2024,Q3,August,8,Cardiology,BP Drug D,Capsule,Maharashtra,Government Hospital,Phase 2,Rep_038,CUST_0177,362,2880.82,0.093,1042856.23,96985.63,945870.6,190569.45,755301.15,79.85,132895.58,55938.93,77433.21,541,1,81.24
LS00308,2023-10-11,2023,Q4,October,10,Respiratory,Asthma Drug L,Inhaler,Karnataka,Retail Pharmacy,Phase 1,Rep_032,CUST_0060,295,2281.79,0.189,673129.22,127221.42,545907.8,203801.62,342106.18,62.67,96643.94,37829.52,48544.85,2984,17,78.52
LS00309,2024-09-30,2024,Q3,September,9,Infectious Disease,Antibiotic H,Injection,Rajasthan,Corporate Hospital,Phase 2,Rep_019,CUST_0139,107,1836.02,0.136,196454.03,26717.75,169736.28,43738.22,125998.06,74.23,30703.82,23214.18,13556.5,4592,41,73.79
LS00310,2024-07-18,2024,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Gujarat,Online,Market,Rep_035,CUST_0094,10,1949.0,0.126,19489.96,2455.73,17034.23,6065.51,10968.72,64.39,3999.32,1907.38,960.86,2006,20,90.75
LS00311,2022-11-12,2022,Q4,November,11,Infectious Disease,Antiviral Drug G,Tablet,Delhi NCR,Corporate Hospital,Phase 2,Rep_044,CUST_0128,323,2898.31,0.102,936154.15,95487.72,840666.43,216291.51,624374.92,74.27,111399.5,97424.08,20493.54,1113,11,94.71
LS00312,2024-03-06,2024,Q1,March,3,Oncology,Targeted Therapy B,Injection,Rajasthan,Retail Pharmacy,Phase 1,Rep_007,CUST_0009,346,17945.51,0.156,6209147.17,968626.96,5240520.21,1685729.76,3554790.45,67.83,662302.87,377696.23,480998.63,157,1,89.05
LS00313,2024-05-01,2024,Q2,May,5,Infectious Disease,Antibiotic H,Injection,Maharashtra,Online,Market,Rep_036,CUST_0191,430,1729.3,0.177,743597.74,131616.8,611980.94,231129.48,380851.46,62.23,94585.35,33086.94,16547.24,2539,9,96.56
LS00314,2023-01-24,2023,Q1,January,1,Oncology,Targeted Therapy B,Injection,Karnataka,Retail Pharmacy,Phase 3,Rep_035,CUST_0099,108,18141.44,0.062,1959275.19,121475.06,1837800.13,606617.41,1231182.72,66.99,263277.23,229576.96,113058.63,914,24,88.6
LS00315,2023-01-05,2023,Q1,January,1,Respiratory,COPD Drug K,Inhaler,Rajasthan,Specialty Clinic,Phase 3,Rep_007,CUST_0043,291,2814.35,0.084,818977.23,68794.09,750183.14,163511.68,586671.46,78.2,187393.02,70743.18,41434.42,2631,70,97.78
LS00316,2023-05-08,2023,Q2,May,5,Neurology,Parkinson Drug F,Patch,Telangana,Specialty Clinic,Phase 3,Rep_047,CUST_0083,298,7298.55,0.094,2174968.7,204447.06,1970521.64,614915.64,1355606.0,68.79,427199.6,169466.54,128557.52,3302,0,90.88
LS00317,2022-01-14,2022,Q1,January,1,Diabetes,Insulin Analog J,Pen,Maharashtra,Corporate Hospital,Market,Rep_009,CUST_0078,163,3894.08,0.054,634735.42,34275.71,600459.71,153463.76,446995.95,74.44,132280.07,86667.23,61387.25,4585,130,86.46
LS00318,2022-11-16,2022,Q4,November,11,Cardiology,Heart Drug C,Tablet,Karnataka,Government Hospital,Phase 3,Rep_030,CUST_0092,80,3903.89,0.222,312310.81,69333.0,242977.81,58306.33,184671.48,76.0,37251.34,19445.57,18721.13,4711,55,91.09
LS00319,2022-07-15,2022,Q3,July,7,Infectious Disease,Antibiotic H,Injection,Tamil Nadu,Specialty Clinic,Approved,Rep_045,CUST_0180,314,1876.82,0.009,589320.69,5303.89,584016.8,218423.38,365593.42,62.6,99049.83,74761.27,65519.18,2789,44,94.87
LS00320,2022-01-24,2022,Q1,January,1,Infectious Disease,Antiviral Drug G,Tablet,Karnataka,Retail Pharmacy,Phase 1,Rep_048,CUST_0168,334,3358.0,0.096,1121571.77,107670.89,1013900.88,256666.99,757233.89,74.69,127096.22,105438.57,35443.95,4165,89,77.74
LS00321,2024-10-30,2024,Q4,October,10,Respiratory,COPD Drug K,Inhaler,Telangana,Specialty Clinic,Phase 1,Rep_049,CUST_0153,56,2658.21,0.072,148860.01,10717.92,138142.09,37938.98,100203.11,72.54,18950.96,8047.4,10656.84,453,8,82.38
LS00322,2024-09-11,2024,Q3,September,9,Infectious Disease,Antiviral Drug G,Tablet,Telangana,Retail Pharmacy,Approved,Rep_049,CUST_0035,296,2819.24,0.099,834495.32,82615.04,751880.28,238435.8,513444.48,68.29,145076.65,112562.4,54454.76,2035,4,78.92
LS00323,2024-05-17,2024,Q2,May,5,Neurology,Parkinson Drug F,Patch,Karnataka,Government Hospital,Phase 1,Rep_043,CUST_0106,197,6872.34,0.08,1353851.96,108308.16,1245543.8,401725.88,843817.92,67.75,153384.84,100243.71,147927.25,3672,79,75.79
LS00324,2022-06-25,2022,Q2,June,6,Cardiology,BP Drug D,Capsule,Delhi NCR,Online,Approved,Rep_010,CUST_0194,67,3001.25,0.061,201083.65,12266.1,188817.55,62128.64,126688.91,67.1,26283.03,25158.9,9208.35,2862,14,79.93
LS00325,2023-03-10,2023,Q1,March,3,Oncology,Immunotherapy Drug A,Tablet,West Bengal,Retail Pharmacy,Market,Rep_048,CUST_0138,114,12674.09,0.188,1444846.35,271631.11,1173215.24,365705.28,807509.96,68.83,235810.94,175079.16,105011.11,200,3,87.16
LS00326,2023-02-16,2023,Q1,February,2,Oncology,Immunotherapy Drug A,Tablet,Gujarat,Retail Pharmacy,Approved,Rep_004,CUST_0073,414,13236.98,0.068,5480107.68,372647.32,5107460.36,1489287.41,3618172.95,70.84,1240463.93,289387.58,439432.01,3000,13,72.5
LS00327,2023-10-09,2023,Q4,October,10,Cardiology,BP Drug D,Capsule,Telangana,Corporate Hospital,Market,Rep_046,CUST_0026,258,3108.09,0.133,801886.99,106650.97,695236.02,156247.46,538988.56,77.53,128677.49,66602.66,78307.91,226,0,78.43
LS00328,2022-11-18,2022,Q4,November,11,Neurology,Alzheimer Drug E,Tablet,West Bengal,Specialty Clinic,Phase 1,Rep_026,CUST_0191,19,9063.32,0.088,172203.13,15153.88,157049.25,51834.96,105214.29,66.99,23668.36,23215.72,11013.1,557,8,94.85
LS00329,2024-03-15,2024,Q1,March,3,Diabetes,GLP-1 Drug I,Injection,Gujarat,Retail Pharmacy,Approved,Rep_010,CUST_0088,346,5792.66,0.182,2004259.78,364775.28,1639484.5,499997.33,1139487.17,69.5,341241.22,225052.28,145344.12,3468,30,86.9
LS00330,2023-02-28,2023,Q1,February,2,Neurology,Alzheimer Drug E,Tablet,West Bengal,Specialty Clinic,Phase 2,Rep_035,CUST_0034,344,8469.94,0.135,2913660.43,393344.16,2520316.27,937621.2,1582695.07,62.8,585057.14,203893.18,228123.0,4341,34,83.18
LS00331,2024-12-27,2024,Q4,December,12,Respiratory,COPD Drug K,Inhaler,Tamil Nadu,Online,Phase 3,Rep_005,CUST_0143,495,3090.91,0.046,1530002.05,70380.09,1459621.96,556824.47,902797.49,61.85,202767.72,77284.55,75708.76,3441,52,79.89
LS00332,2022-02-23,2022,Q1,February,2,Cardiology,Heart Drug C,Tablet,Delhi NCR,Government Hospital,Approved,Rep_009,CUST_0048,400,4812.3,0.154,1924921.62,296437.93,1628483.69,529819.16,1098664.53,67.47,325056.85,178540.55,70173.38,263,5,74.07
LS00333,2024-10-03,2024,Q4,October,10,Cardiology,Heart Drug C,Tablet,Rajasthan,Online,Phase 2,Rep_012,CUST_0100,252,3743.27,0.048,943303.04,45278.55,898024.49,168590.71,729433.78,81.23,197017.64,46249.54,42194.46,3433,28,91.3
LS00334,2024-09-30,2024,Q3,September,9,Cardiology,BP Drug D,Capsule,Karnataka,Retail Pharmacy,Market,Rep_029,CUST_0158,362,2652.91,0.114,960354.26,109480.39,850873.87,203552.96,647320.91,76.08,146888.64,46102.58,79584.94,3166,92,80.14
